"","x","y"
"193",193,968.188486386784
"194",194,967.229427533123
"195",195,970.313022501689
"196",196,986.865259334641
"197",197,977.963405073367
"198",198,986.494853438623
"199",199,993.979063227908
"200",200,999.004569854706
"201",201,1027.15513776196
"202",202,1023.30876485104
"203",203,1038.90275119275
"204",204,1038.72046985021
"205",205,1024.1918297734
"206",206,1044.95821591447
"207",207,1055.52627556216
"208",208,1037.25350049849
"209",209,1053.06333271577
"210",210,1047.04916357447
"211",211,1066.41880284679
"212",212,1082.61715051987
"213",213,1070.6849967193
"214",214,1061.77287410498
"215",215,1088.52543958753
"216",216,1076.51548558526
"217",217,1102.07688317907
"218",218,1095.89109063201
"219",219,1100.53954820078
"220",220,1099.58843698331
"221",221,1111.70775283846
"222",222,1117.17178375868
"223",223,1129.32429125495
"224",224,1126.92392904937
"225",225,1134.43363692111
"226",226,1147.335154202
"227",227,1145.97311619665
"228",228,1166.30891736588
"229",229,1160.60610699002
"230",230,1173.29564764452
"231",231,1162.21176504366
"232",232,1157.33268455859
"233",233,1172.5085160596
"234",234,1180.17988414569
"235",235,1188.7707272711
"236",236,1197.96008557527
"237",237,1186.59322582901
"238",238,1177.94528249174
"239",239,1193.71944008938
"240",240,1196.58690041198
"241",241,1231.05114042881
"242",242,1227.44423728489
"243",243,1233.62082205953
"244",244,1233.95155815476
"245",245,1240.0911869633
"246",246,1238.77449874169
"247",247,1245.92584647178
"248",248,1246.42120085666
"249",249,1251.40344775653
"250",250,1270.28570720884
"251",251,1275.77892592451
"252",252,1279.31781215233
"253",253,1260.39206133022
"254",254,1270.93924423751
"255",255,1278.19652168608
"256",256,1300.63166036789
"257",257,1288.07586847874
"258",258,1288.66371734709
"259",259,1294.05384566203
"260",260,1299.87096381163
"261",261,1319.10277325886
"262",262,1324.77740441927
"263",263,1301.70120454933
"264",264,1330.16255465177
"265",265,1344.80353523146
"266",266,1348.06348264817
"267",267,1346.19600888891
"268",268,1325.63384395682
"269",269,1355.31022476122
"270",270,1356.64253302
"271",271,1362.36223838076
"272",272,1366.4414753912
"273",273,1370.1884520171
"274",274,1382.22735467818
"275",275,1409.29910318697
"276",276,1404.96298118734
"277",277,1387.82791797241
"278",278,1395.32946099812
"279",279,1411.62923452859
"280",280,1433.00176890947
"281",281,1418.27510141217
"282",282,1420.63863481617
"283",283,1413.60439060032
"284",284,1441.8041020362
"285",285,1435.41388477033
"286",286,1427.86406436615
"287",287,1445.73195776628
"288",288,1447.42675405654
"289",289,1457.66806410942
"290",290,1473.87724325716
"291",291,1466.93079635024
"292",292,1475.923166226
"293",293,1466.70025473084
"294",294,1483.92573281642
"295",295,1488.84867610681
"296",296,1500.51044665726
"297",297,1506.55797484584
"298",298,1489.65562041058
"299",299,1502.45531934196
"300",300,1522.73684266085
"301",301,1530.02544638981
"302",302,1525.90409467147
"303",303,1518.69314548617
"304",304,1537.92349537294
"305",305,1536.25384570123
"306",306,1543.22754971248
"307",307,1540.54416790547
"308",308,1557.66843934461
"309",309,1540.96496978172
"310",310,1548.23953220389
"311",311,1570.11596469185
"312",312,1583.16765263778
"313",313,1598.92912947096
"314",314,1579.32230591508
"315",315,1582.96214933547
"316",316,1609.9643445217
"317",317,1610.43217794341
"318",318,1587.71662373738
"319",319,1631.44487992225
"320",320,1617.57013708274
"321",321,1625.55345192153
"322",322,1629.57944895306
"323",323,1633.33879057643
"324",324,1628.30724429981
"325",325,1630.95566356922
"326",326,1642.95601573703
"327",327,1642.68125492765
"328",328,1645.51921768374
"329",329,1655.22310796572
"330",330,1660.44467297236
"331",331,1669.80721165291
"332",332,1676.3561985517
"333",333,1654.99257606923
"334",334,1673.09344496237
"335",335,1683.69354810693
"336",336,1686.55748216976
"337",337,1694.47587176035
"338",338,1700.96123920549
"339",339,1707.66407053232
"340",340,1715.54793475279
"341",341,1727.35445878549
"342",342,1722.85133381307
"343",343,1720.41207072227
"344",344,1736.23478021862
"345",345,1727.7600490836
"346",346,1756.19418703486
"347",347,1738.83326589783
"348",348,1753.84541057447
"349",349,1776.145213128
"350",350,1749.71432633712
"351",351,1756.13212034332
"352",352,1782.71146001331
"353",353,1758.9491455872
"354",354,1791.22273382933
"355",355,1806.58438641769
"356",356,1794.28246613023
"357",357,1807.0117869046
"358",358,1810.31690116152
"359",359,1811.5387425271
"360",360,1830.1208177318
"361",361,1825.94629841834
"362",362,1827.26409354082
"363",363,1811.00342863417
"364",364,1817.12204836709
"365",365,1825.31584522474
"366",366,1822.63314242282
"367",367,1853.31697358074
"368",368,1842.41046891435
"369",369,1876.55077001067
"370",370,1855.76741119765
"371",371,1864.94350063325
"372",372,1874.00361728612
"373",373,1871.34322197956
"374",374,1875.70856164775
"375",375,1887.44697126797
"376",376,1912.19776248735
"377",377,1898.14269807914
"378",378,1894.36214925484
"379",379,1890.14303841681
"380",380,1914.15298593094
"381",381,1909.71936317321
"382",382,1916.49529382549
"383",383,1932.30621937296
"384",384,1924.4337583492
"385",385,1920.50239463834
"386",386,1929.48003571888
"387",387,1938.17161381215
"388",388,1943.87058821424
"389",389,1973.90780035055
"390",390,1958.54589466406
"391",391,1958.60576279411
"392",392,1965.88823954778
"393",393,1978.42791878432
"394",394,1968.66753245372
"395",395,1985.66070302519
"396",396,1990.37999765964
"397",397,2004.21064747544
"398",398,2021.34965638458
"399",399,1999.00173068444
"400",400,2022.44446458636
"401",401,2014.2054298288
"402",402,2031.81751549816
"403",403,2046.86144062676
"404",404,2034.06174930705
"405",405,2027.61640895415
"406",406,2020.43513297081
"407",407,2025.49954298401
"408",408,2040.59002184307
"409",409,2066.97786768627
"410",410,2053.75760609642
"411",411,2063.67130344898
"412",412,2069.82779077809
"413",413,2070.40370717821
"414",414,2094.72936790527
"415",415,2106.69319612616
"416",416,2059.98568693686
"417",417,2077.28014416948
"418",418,2096.35160777164
"419",419,2108.74533780689
"420",420,2097.65922073329
"421",421,2119.74893421959
"422",422,2132.33057457057
"423",423,2119.06871343202
"424",424,2137.52262439328
"425",425,2141.12045506887
"426",426,2137.71342634726
"427",427,2137.95160650101
"428",428,2162.29516047206
"429",429,2170.18515129867
"430",430,2173.45094180399
"431",431,2163.7630847107
"432",432,2179.3390245355
"433",433,2175.1949684562
"434",434,2188.30852109743
"435",435,2181.95505332004
"436",436,2189.40718722896
"437",437,2205.07396697379
"438",438,2186.22204913977
"439",439,2194.95797273031
"440",440,2209.76719695085
"441",441,2230.46747273788
"442",442,2212.40636748979
"443",443,2235.06792657455
"444",444,2232.74214916348
"445",445,2234.1961763544
"446",446,2230.96447504673
"447",447,2249.73145102972
"448",448,2263.88488977906
"449",449,2255.34746093764
"450",450,2247.07414971921
"451",451,2276.63967504908
"452",452,2254.76615402932
"453",453,2249.81664946388
"454",454,2272.92470769434
"455",455,2282.12567117291
"456",456,2285.64691688523
"457",457,2291.56921229257
"458",458,2299.6068911599
"459",459,2313.86965987724
"460",460,2306.40051599184
"461",461,2307.71045729369
"462",462,2337.51745619272
"463",463,2324.13961409768
"464",464,2341.06363015876
"465",465,2334.8082216276
"466",466,2325.06539821541
"467",467,2372.00636623069
"468",468,2342.56305577757
"469",469,2365.65194980937
"470",470,2359.67918268335
"471",471,2359.60040310661
"472",472,2350.74356432446
"473",473,2385.07831376159
"474",474,2377.20765203233
"475",475,2372.50434144715
"476",476,2402.48491127865
"477",477,2393.07786623434
"478",478,2409.11976231087
"479",479,2383.41730319974
"480",480,2422.89610532333
"481",481,2410.71890034446
"482",482,2417.44997107027
"483",483,2438.27158238804
"484",484,2438.3869012061
"485",485,2420.34999322827
"486",486,2433.83747302127
"487",487,2446.06105839406
"488",488,2431.55983242273
"489",489,2438.83577146284
"490",490,2462.27676704136
"491",491,2474.21216701939
"492",492,2466.68796560501
"493",493,2487.87234030989
"494",494,2480.57260802451
"495",495,2462.96066874833
"496",496,2484.77089651734
"497",497,2505.80785310121
"498",498,2497.56858662384
"499",499,2495.90553437747
"500",500,2501.31700492624
"501",501,2523.69475044908
"502",502,2513.19990402186
"503",503,2526.73214538708
"504",504,2528.40561960925
"505",505,2542.93499432643
"506",506,2556.94350491428
"507",507,2557.3996868635
"508",508,2550.29436743148
"509",509,2571.57214499048
"510",510,2571.31223140187
"511",511,2550.97589367874
"512",512,2571.56770461113
"513",513,2583.67508596431
"514",514,2579.66764842898
"515",515,2594.54064556326
"516",516,2601.3009672517
"517",517,2598.93697312083
"518",518,2603.76808327967
"519",519,2602.48257092951
"520",520,2615.04094890827
"521",521,2601.70196528652
"522",522,2618.81700547485
"523",523,2618.66751533391
"524",524,2636.77691344717
"525",525,2632.02118235226
"526",526,2646.27922247127
"527",527,2661.78430727992
"528",528,2625.99997459371
"529",529,2641.50157114929
"530",530,2672.02007895787
"531",531,2677.93842719374
"532",532,2669.40405653818
"533",533,2668.14937654828
"534",534,2665.46560695608
"535",535,2697.94126561205
"536",536,2701.76169089352
"537",537,2703.64045078176
"538",538,2677.03267476539
"539",539,2691.08189988068
"540",540,2696.14123254978
"541",541,2704.26953156085
"542",542,2710.58574496804
"543",543,2719.13565690278
"544",544,2740.34721220055
"545",545,2739.58962206695
"546",546,2728.06554928002
"547",547,2752.91889271672
"548",548,2732.27695089201
"549",549,2749.12277578001
"550",550,2747.17629687446
"551",551,2761.8786533902
"552",552,2763.01224699375
"553",553,2748.56150232291
"554",554,2788.25022376799
"555",555,2788.0692631321
"556",556,2789.41960541829
"557",557,2804.26569410834
"558",558,2797.81308139426
"559",559,2814.9313349742
"560",560,2790.7666565752
"561",561,2804.47284815527
"562",562,2828.90397761926
"563",563,2860.41140277626
"564",564,2837.41510742688
"565",565,2832.92528745901
"566",566,2841.79938454192
"567",567,2859.26364849409
"568",568,2845.56833210517
"569",569,2858.67189986652
"570",570,2866.95821696111
"571",571,2874.33444728612
"572",572,2884.9188908256
"573",573,2886.59522990233
"574",574,2882.26795956909
"575",575,2872.0453481526
"576",576,2889.37221308308
"577",577,2904.93282936874
"578",578,2889.94069060045
"579",579,2897.49015052402
"580",580,2927.44016382352
"581",581,2903.12399908543
"582",582,2915.8302958228
"583",583,2909.30179840636
"584",584,2927.19525964747
"585",585,2929.14673036115
"586",586,2946.60319197563
"587",587,2938.62487451015
"588",588,2944.60978366789
"589",589,2964.51520233554
"590",590,2958.94420154153
"591",591,2961.25930727231
"592",592,2968.23767419176
"593",593,2977.76483307921
"594",594,2982.36332592661
"595",595,3005.61674159437
"596",596,2977.09940014165
"597",597,3000.71189447474
"598",598,3017.85390226709
"599",599,3007.12940243092
"600",600,3018.84692146051
"601",601,3005.98029735589
"602",602,3019.45250041951
"603",603,3011.432452889
"604",604,3033.17230577126
"605",605,3048.9571911931
"606",606,3027.88776183204
"607",607,3042.95858339203
"608",608,3034.47548673921
"609",609,3060.18049668615
"610",610,3055.81159696762
"611",611,3047.90546784321
"612",612,3094.83162671371
"613",613,3079.98033735066
"614",614,3073.26131794802
"615",615,3076.13018604389
"616",616,3072.68622649139
"617",617,3101.04549121364
"618",618,3091.28724921771
"619",619,3112.25341646373
"620",620,3109.69268019872
"621",621,3113.82777625686
"622",622,3120.98222938584
"623",623,3118.23142778155
"624",624,3129.50753645072
"625",625,3129.39280240065
"626",626,3163.99154865247
"627",627,3144.10127898402
"628",628,3141.78351582214
"629",629,3152.13038238403
"630",630,3161.31278873971
"631",631,3154.37916049562
"632",632,3177.33581035729
"633",633,3178.22692198479
"634",634,3176.51020228651
"635",635,3197.83525664247
"636",636,3179.85511951118
"637",637,3189.89935725893
"638",638,3198.32830253845
"639",639,3201.97332214394
"640",640,3230.2647047246
"641",641,3224.0090563841
"642",642,3221.35429040456
"643",643,3222.98711045801
"644",644,3221.93163259007
"645",645,3241.44124123759
"646",646,3236.63340879346
"647",647,3227.68296488755
"648",648,3252.61920662609
"649",649,3245.83302401891
"650",650,3254.31435524851
"651",651,3256.34179558246
"652",652,3278.25493911798
"653",653,3266.99867715793
"654",654,3289.75830086784
"655",655,3312.00075530742
"656",656,3288.64610403114
"657",657,3293.93968836041
"658",658,3286.55936194855
"659",659,3309.43121828613
"660",660,3319.61117741663
"661",661,3312.58564183344
"662",662,3320.82954891108
"663",663,3321.38275242232
"664",664,3333.33860199801
"665",665,3337.65609420971
"666",666,3370.12905746603
"667",667,3341.55269862313
"668",668,3360.62557453285
"669",669,3347.7031492596
"670",670,3360.56547720976
"671",671,3369.6782971192
"672",672,3366.27354749449
"673",673,3377.10161687693
"674",674,3392.89608305676
"675",675,3368.73160450133
"676",676,3382.16463490317
"677",677,3400.10913103457
"678",678,3412.17626055933
"679",679,3408.05109247688
"680",680,3412.10293633325
"681",681,3419.68865965506
"682",682,3400.95657427738
"683",683,3437.38402284649
"684",684,3433.90998891458
"685",685,3434.68801083253
"686",686,3423.81199478234
"687",687,3449.51266278133
"688",688,3443.09156636377
"689",689,3469.0544562194
"690",690,3442.98657312175
"691",691,3466.92245597277
"692",692,3462.97043238503
"693",693,3466.91444136651
"694",694,3473.61801258475
"695",695,3502.37345427961
"696",696,3467.39521736858
"697",697,3478.87527906114
"698",698,3506.53740198801
"699",699,3514.02880728593
"700",700,3517.54608487835
"701",701,3512.7318923123
"702",702,3513.04031372408
"703",703,3530.06647357334
"704",704,3536.16234293608
"705",705,3518.33120725485
"706",706,3536.63745774257
"707",707,3550.07179856747
"708",708,3533.02609298492
"709",709,3552.93072776097
"710",710,3556.01402971824
"711",711,3553.11380172519
"712",712,3574.52565404139
"713",713,3577.07589703929
"714",714,3567.89877623882
"715",715,3592.67415054281
"716",716,3584.00972308743
"717",717,3579.39027227194
"718",718,3590.04335957071
"719",719,3615.93251008384
"720",720,3619.17142886007
"721",721,3607.26950644868
"722",722,3615.24164182354
"723",723,3613.6929681598
"724",724,3625.71164568333
"725",725,3626.60416350136
"726",726,3633.99013327096
"727",727,3637.26109221809
"728",728,3641.07507648826
"729",729,3654.64268152942
"730",730,3656.95821897606
"731",731,3634.87836216441
"732",732,3649.91476942238
"733",733,3674.53628590555
"734",734,3676.404629355
"735",735,3683.04978338252
"736",736,3674.85529864539
"737",737,3686.07966952879
"738",738,3691.37293508586
"739",739,3710.51954147955
"740",740,3708.11766086683
"741",741,3711.7485325637
"742",742,3714.6306155086
"743",743,3721.28522587251
"744",744,3737.22807023659
"745",745,3747.05691883393
"746",746,3751.84153125663
"747",747,3751.71190435407
"748",748,3761.75502073418
"749",749,3756.88526472721
"750",750,3764.99063596845
"751",751,3745.52381688588
"752",752,3774.20737246176
"753",753,3786.73476249779
"754",754,3765.53768443005
"755",755,3781.33248794052
"756",756,3783.92203765122
"757",757,3798.19871377381
"758",758,3810.99847672206
"759",759,3800.93963372409
"760",760,3834.1074642682
"761",761,3826.58899884808
"762",762,3823.38389591556
"763",763,3829.56177343921
"764",764,3826.85955333584
"765",765,3849.043440202
"766",766,3835.89730050915
"767",767,3844.1189748385
"768",768,3853.24875594716
"769",769,3866.85099800193
"770",770,3857.44491426559
"771",771,3873.84447920896
"772",772,3865.11438930374
"773",773,3867.72623826822
"774",774,3868.11744727083
"775",775,3879.62057584087
"776",776,3891.19351217317
"777",777,3908.18178095456
"778",778,3914.4308055765
"779",779,3907.49026211645
"780",780,3918.15702326851
"781",781,3907.65392193622
"782",782,3922.58153278022
"783",783,3916.47139231177
"784",784,3932.15648758553
"785",785,3927.90789787998
"786",786,3947.10865523159
"787",787,3940.52628141238
"788",788,3946.61701695807
"789",789,3960.17233422141
"790",790,3960.98703594324
"791",791,3972.43685615837
"792",792,3967.21449858515
"793",793,3980.39071680618
"794",794,3979.1166053033
"795",795,3977.54242491847
"796",796,3974.39921548899
"797",797,4005.82956525424
"798",798,3976.58943997436
"799",799,4007.06305266032
"800",800,4017.64742571181
"801",801,3993.74931418956
"802",802,4025.21178666303
"803",803,4024.53577100044
"804",804,4018.50528279029
"805",805,4041.293383077
"806",806,4032.73528524008
"807",807,4041.1358267769
"808",808,4043.28285610116
"809",809,4064.00386190369
"810",810,4068.86841690616
"811",811,4068.90278111899
"812",812,4060.72488509778
"813",813,4082.45839228781
"814",814,4084.94824156643
"815",815,4084.78068538277
"816",816,4095.88022326266
"817",817,4102.56491074002
"818",818,4095.05973727381
"819",819,4097.66684371387
"820",820,4109.98979606012
"821",821,4123.05825696777
"822",822,4131.09309381875
"823",823,4121.9032051784
"824",824,4120.91421751873
"825",825,4137.63026127687
"826",826,4139.79082192424
"827",827,4142.87657492352
"828",828,4139.68896080225
"829",829,4156.39510739696
"830",830,4161.66217984616
"831",831,4155.15340350944
"832",832,4170.22634070771
"833",833,4182.85330032661
"834",834,4168.20810475749
"835",835,4204.10790777564
"836",836,4184.6199850508
"837",837,4203.84276429023
"838",838,4201.47309636709
"839",839,4194.91572637143
"840",840,4218.38188992208
"841",841,4203.31760862595
"842",842,4224.5431813292
"843",843,4227.12572867505
"844",844,4224.4691365257
"845",845,4235.2343002518
"846",846,4246.48178890391
"847",847,4227.57205264796
"848",848,4255.95162660912
"849",849,4246.21470987017
"850",850,4266.44437571292
"851",851,4258.70901497333
"852",852,4269.01799810316
"853",853,4281.84217699168
"854",854,4266.1531396901
"855",855,4300.5494558598
"856",856,4281.85658658115
"857",857,4286.56368914107
"858",858,4310.24927425874
"859",859,4306.15703376396
"860",860,4312.41494039873
"861",861,4301.09183858313
"862",862,4335.26060844571
"863",863,4325.46516236721
"864",864,4342.39982359654
"865",865,4338.08572635463
"866",866,4347.85627604502
"867",867,4356.17478704736
"868",868,4349.95017727656
"869",869,4353.2158178981
"870",870,4366.96229068947
"871",871,4370.21797208494
"872",872,4365.52173409757
"873",873,4379.05400604045
"874",874,4372.63035575331
"875",875,4387.5574801441
"876",876,4387.15066495066
"877",877,4394.68878675007
"878",878,4395.1414111304
"879",879,4403.64911915844
"880",880,4395.19281277162
"881",881,4427.56369125686
"882",882,4422.0904164991
"883",883,4428.1315678959
"884",884,4440.75148238664
"885",885,4432.1337482543
"886",886,4439.68022572568
"887",887,4437.57266603361
"888",888,4470.85220192151
"889",889,4463.5489041041
"890",890,4470.00445996144
"891",891,4453.15882089915
"892",892,4454.58897444876
"893",893,4472.88266999239
"894",894,4481.70352569963
"895",895,4478.09222625567
"896",896,4506.97720739032
"897",897,4494.27310037394
"898",898,4492.82391143711
"899",899,4500.83485561692
"900",900,4531.93586761056
"901",901,4520.42347825782
"902",902,4530.23667608982
"903",903,4533.1282610871
"904",904,4543.01027077411
"905",905,4540.67956410948
"906",906,4538.79928557737
"907",907,4540.07997293741
"908",908,4552.00771975393
"909",909,4556.647992988
"910",910,4566.93657696226
"911",911,4566.33324253337
"912",912,4562.60536841369
"913",913,4571.02481184752
"914",914,4582.57158639363
"915",915,4582.19826080856
"916",916,4600.0796759211
"917",917,4606.55219624023
"918",918,4597.97205050867
"919",919,4601.78590452918
"920",920,4593.78946082939
"921",921,4620.68105258993
"922",922,4626.71280247178
"923",923,4639.60259521777
"924",924,4613.62280625714
"925",925,4647.9850108221
"926",926,4638.46300171206
"927",927,4660.79148845585
"928",928,4670.55235185526
"929",929,4667.84486650872
"930",930,4664.1740331728
"931",931,4676.59853607286
"932",932,4674.91590255718
"933",933,4686.02008717715
"934",934,4685.6857043028
"935",935,4681.36082914883
"936",936,4691.36956370762
"937",937,4702.24275427105
"938",938,4715.39981605947
"939",939,4714.86992334715
"940",940,4700.53978002031
"941",941,4708.87319315779
"942",942,4732.86886590348
"943",943,4719.4334984007
"944",944,4729.77022277839
"945",945,4748.24741122662
"946",946,4742.63897669015
"947",947,4753.41339019079
"948",948,4747.35862510981
"949",949,4763.86769291907
"950",950,4762.2548575569
"951",951,4770.44832724661
"952",952,4781.76250726756
"953",953,4771.86424758147
"954",954,4785.05376688511
"955",955,4800.39701298588
"956",956,4804.91002710697
"957",957,4797.43689484668
"958",958,4795.84685673648
"959",959,4784.64827237782
"960",960,4803.56642102169
"961",961,4815.53821481029
"962",962,4816.10438116095
"963",963,4843.77825553365
"964",964,4815.42393273256
"965",965,4842.23855378377
"966",966,4827.81923738461
"967",967,4841.94241130112
"968",968,4850.24397716622
"969",969,4858.52266101188
"970",970,4868.23789755511
"971",971,4870.97786561099
"972",972,4882.95637464445
"973",973,4869.21933820839
"974",974,4881.72974980466
"975",975,4879.18803753992
"976",976,4882.17409403665
"977",977,4878.33170795734
"978",978,4892.86526751696
"979",979,4899.93324172199
"980",980,4903.04816055885
"981",981,4920.41607811165
"982",982,4914.18922703638
"983",983,4929.30832051021
"984",984,4936.71701189587
"985",985,4930.66492694496
"986",986,4932.19016571105
"987",987,4949.16298182376
"988",988,4941.78379400368
"989",989,4957.11075890359
"990",990,4967.54823169741
"991",991,4982.80109752684
"992",992,4976.65947681904
"993",993,4974.89266180451
"994",994,4967.98945393571
"995",995,4978.56602215511
"996",996,4997.97292310478
"997",997,5000.28248274381
"998",998,5002.83669738807
"999",999,5004.87860695104
"1000",1000,5008.08086222523
